"year" "month" "day" "f9013" "f9047" "f9013i" "f9047i" "hyear" "suma_q" "suma_vol" "accu_vol"
1988 11 29 NA 1.41 9.28333333333333 1.41 1989 10.6933333333333 0.923904 81.475056
1988 11 30 NA 1.5 9.05666666666667 1.5 1989 10.5566666666667 0.912096 82.387152
1988 12 1 NA 1.63 8.83 1.63 1989 10.46 0.903744 83.290896
1988 12 2 NA 1.63 8.60333333333333 1.63 1989 10.2333333333333 0.88416 84.175056
1988 12 3 NA 1.5 8.37666666666667 1.5 1989 9.87666666666667 0.853344 85.0284
1988 12 4 NA 1.5 8.15 1.5 1989 9.65 0.83376 85.86216
1988 12 5 NA 1.5 7.92333333333333 1.5 1989 9.42333333333333 0.814176 86.676336
1988 12 6 NA 1.5 7.69666666666667 1.5 1989 9.19666666666667 0.794592 87.470928
1988 12 7 NA 1.41 7.47 1.41 1989 8.88 0.767232 88.23816
1988 12 8 NA 1.32 7.24333333333333 1.32 1989 8.56333333333333 0.739872 88.978032
1988 12 9 NA 1.32 7.01666666666667 1.32 1989 8.33666666666667 0.720288 89.69832
1988 12 10 NA 1.32 6.79 1.32 1989 8.11 0.700704 90.399024
1988 12 11 NA 1.32 6.56333333333333 1.32 1989 7.88333333333333 0.68112 91.080144
1988 12 12 NA 1.32 6.33666666666667 1.32 1989 7.65666666666667 0.661536 91.74168
1988 12 13 6.11 1.32 6.11 1.32 1989 7.43 0.641952 92.383632
1988 12 14 6.34 1.32 6.34 1.32 1989 7.66 0.661824 93.045456
1988 12 15 6.11 1.23 6.11 1.23 1989 7.34 0.634176 93.679632
1988 12 16 6.34 1.23 6.34 1.23 1989 7.57 0.654048 94.33368
1988 12 17 6.11 1.14 6.11 1.14 1989 7.25 0.6264 94.96008
1988 12 18 6.34 1.05 6.34 1.05 1989 7.39 0.638496 95.598576
1988 12 19 5.88 1.05 5.88 1.05 1989 6.93 0.598752 96.197328
1988 12 20 5.42 1.05 5.42 1.05 1989 6.47 0.559008 96.756336
1988 12 21 4.96 1.14 4.96 1.14 1989 6.1 0.52704 97.283376
1988 12 22 5.88 1.14 5.88 1.14 1989 7.02 0.606528 97.889904
1988 12 23 5.19 1.14 5.19 1.14 1989 6.33 0.546912 98.436816
1988 12 24 3.42 0.96 3.42 0.96 1989 4.38 0.378432 98.815248
1988 12 25 3.42 1.05 3.42 1.05 1989 4.47 0.386208 99.201456
1988 12 26 3.42 0.96 3.42 0.96 1989 4.38 0.378432 99.579888
1988 12 27 3.42 1.05 3.42 1.05 1989 4.47 0.386208 99.966096
1988 12 28 3.96 1.05 3.96 1.05 1989 5.01 0.432864 100.39896
1988 12 29 9.2 1.05 9.2 1.05 1989 10.25 0.8856 101.28456
1988 12 30 8 1.05 8 1.05 1989 9.05 0.78192 102.06648
1988 12 31 5.19 0.96 5.19 0.96 1989 6.15 0.53136 102.59784
1989 1 1 4.32 0.96 4.32 0.96 1989 5.28 0.456192 103.054032
1989 1 2 4.32 1.05 4.32 1.05 1989 5.37 0.463968 103.518
1989 1 3 NA 1.05 4.14 1.05 1989 5.19 0.448416 103.966416
1989 1 4 NA 1.05 3.96 1.05 1989 5.01 0.432864 104.39928
1989 1 5 NA 0.96 3.78 0.96 1989 4.74 0.409536 104.808816
1989 1 6 NA 1.05 3.6 1.05 1989 4.65 0.40176 105.210576
1989 1 7 NA 0.96 3.42 0.96 1989 4.38 0.378432 105.589008
1989 1 8 3.24 0.96 3.24 0.96 1989 4.2 0.36288 105.951888
1989 1 9 3.24 0.96 3.24 0.96 1989 4.2 0.36288 106.314768
1989 1 10 4.14 0.96 4.14 0.96 1989 5.1 0.44064 106.755408
1989 1 11 3.24 1.05 3.24 1.05 1989 4.29 0.370656 107.126064
1989 1 12 5.19 0.96 5.19 0.96 1989 6.15 0.53136 107.657424
1989 1 13 5.88 1.05 5.88 1.05 1989 6.93 0.598752 108.256176
1989 1 14 5.42 0.87 5.42 0.87 1989 6.29 0.543456 108.799632
1989 1 15 NA 0.96 5.1025 0.96 1989 6.0625 0.5238 109.323432
1989 1 16 NA 0.96 4.785 0.96 1989 5.745 0.496368 109.8198
1989 1 17 NA 0.96 4.4675 0.96 1989 5.4275 0.468936 110.288736
1989 1 18 NA 0.96 4.15 0.96 1989 5.11 0.441504 110.73024
1989 1 19 NA 0.96 3.8325 0.96 1989 4.7925 0.414072 111.144312
1989 1 20 NA 0.96 3.515 0.96 1989 4.475 0.38664 111.530952
1989 1 21 NA 0.87 3.1975 0.87 1989 4.0675 0.351432 111.882384
1989 1 22 2.88 0.96 2.88 0.96 1989 3.84 0.331776 112.21416
1989 1 23 2.7 0.87 2.7 0.87 1989 3.57 0.308448 112.522608
1989 1 24 5.42 0.78 5.42 0.78 1989 6.2 0.53568 113.058288
1989 1 25 5.19 0.78 5.19 0.78 1989 5.97 0.515808 113.574096
1989 1 26 5.88 0.87 5.88 0.87 1989 6.75 0.5832 114.157296
1989 1 27 5.19 0.87 5.19 0.87 1989 6.06 0.523584 114.68088
1989 1 28 5.19 0.69 5.19 0.69 1989 5.88 0.508032 115.188912
1989 1 29 3.06 0.78 3.06 0.78 1989 3.84 0.331776 115.520688
1989 1 30 2.88 0.78 2.88 0.78 1989 3.66 0.316224 115.836912
1989 1 31 5.19 0.78 5.19 0.78 1989 5.97 0.515808 116.35272
1989 2 1 4.32 0.78 4.32 0.78 1989 5.1 0.44064 116.79336
1989 2 2 5.19 0.78 5.19 0.78 1989 5.97 0.515808 117.309168
1989 2 3 5.19 0.78 5.19 0.78 1989 5.97 0.515808 117.824976
1989 2 4 4.73 0.78 4.73 0.78 1989 5.51 0.476064 118.30104
1989 2 5 3.06 0.78 3.06 0.78 1989 3.84 0.331776 118.632816
1989 2 6 3.06 0.78 3.06 0.78 1989 3.84 0.331776 118.964592
1989 2 7 4.32 0.78 4.32 0.78 1989 5.1 0.44064 119.405232
1989 2 8 4.73 0.87 4.73 0.87 1989 5.6 0.48384 119.889072
1989 2 9 5.19 0.87 5.19 0.87 1989 6.06 0.523584 120.412656
1989 2 10 5.65 0.87 5.65 0.87 1989 6.52 0.563328 120.975984
1989 2 11 4.5 0.78 4.5 0.78 1989 5.28 0.456192 121.432176
1989 2 12 2.88 0.78 2.88 0.78 1989 3.66 0.316224 121.7484
1989 2 13 2.7 0.78 2.7 0.78 1989 3.48 0.300672 122.049072
1989 2 14 4.32 0.78 4.32 0.78 1989 5.1 0.44064 122.489712
1989 2 15 2.7 0.78 2.7 0.78 1989 3.48 0.300672 122.790384
1989 2 16 4.32 0.78 4.32 0.78 1989 5.1 0.44064 123.231024
1989 2 17 3.24 0.78 3.24 0.78 1989 4.02 0.347328 123.578352
1989 2 18 4.96 0.69 4.96 0.69 1989 5.65 0.48816 124.066512
1989 2 19 2.7 0.69 2.7 0.69 1989 3.39 0.292896 124.359408
1989 2 20 2.7 0.78 2.7 0.78 1989 3.48 0.300672 124.66008
1989 2 21 4.5 0.78 4.5 0.78 1989 5.28 0.456192 125.116272
1989 2 22 4.73 0.87 4.73 0.87 1989 5.6 0.48384 125.600112
1989 2 23 5.19 0.87 5.19 0.87 1989 6.06 0.523584 126.123696
1989 2 24 9.5 1.76 9.5 1.76 1989 11.26 0.972864 127.09656
1989 2 25 7.1 2.15 7.1 2.15 1989 9.25 0.7992 127.89576
1989 2 26 3.24 3.65 3.24 3.65 1989 6.89 0.595296 128.491056
1989 2 27 2.7 3.14 2.7 3.14 1989 5.84 0.504576 128.995632
1989 2 28 3.24 4.33 3.24 4.33 1989 7.57 0.654048 129.64968
1989 3 1 7.7 8.704 7.7 8.704 1989 16.404 1.4173056 131.0669856
1989 3 2 6.8 8.704 6.8 8.704 1989 15.504 1.3395456 132.4065312
1989 3 3 6.57 8.704 6.57 8.704 1989 15.274 1.3196736 133.7262048
1989 3 4 7.1 8.704 7.1 8.704 1989 15.804 1.3654656 135.0916704
1989 3 5 6.57 3.99 6.57 3.99 1989 10.56 0.912384 136.0040544
1989 3 6 8.9 3.65 8.9 3.65 1989 12.55 1.08432 137.0883744
1989 3 7 12.53 3.48 12.53 3.48 1989 16.01 1.383264 138.4716384
1989 3 8 12.53 3.65 12.53 3.65 1989 16.18 1.397952 139.8695904
1989 3 9 12.14 3.31 12.14 3.31 1989 15.45 1.33488 141.2044704
1989 3 10 11.75 2.97 11.75 2.97 1989 14.72 1.271808 142.4762784
1989 3 11 8 2.67 8 2.67 1989 10.67 0.921888 143.3981664
1989 3 12 7.7 2.67 7.7 2.67 1989 10.37 0.895968 144.2941344
1989 3 13 9.2 2.8 9.2 2.8 1989 12 1.0368 145.3309344
1989 3 14 14.17 2.8 14.17 2.8 1989 16.97 1.466208 146.7971424
1989 3 15 7.1 2.54 7.1 2.54 1989 9.64 0.832896 147.6300384
1989 3 16 5.88 2.41 5.88 2.41 1989 8.29 0.716256 148.3462944
1989 3 17 5.88 2.41 5.88 2.41 1989 8.29 0.716256 149.0625504
1989 3 18 4.73 2.28 4.73 2.28 1989 7.01 0.605664 149.6682144
1989 3 19 4.32 2.28 4.32 2.28 1989 6.6 0.57024 150.2384544
1989 3 20 4.14 2.02 4.14 2.02 1989 6.16 0.532224 150.7706784
1989 3 21 3.78 2.02 3.78 2.02 1989 5.8 0.50112 151.2717984
1989 3 22 3.78 1.89 3.78 1.89 1989 5.67 0.489888 151.7616864
1989 3 23 5.88 1.89 5.88 1.89 1989 7.77 0.671328 152.4330144
1989 3 24 3.78 1.76 3.78 1.76 1989 5.54 0.478656 152.9116704
1989 3 25 3.6 1.63 3.6 1.63 1989 5.23 0.451872 153.3635424
1989 3 26 3.78 1.63 3.78 1.63 1989 5.41 0.467424 153.8309664
1989 3 27 3.78 1.63 3.78 1.63 1989 5.41 0.467424 154.2983904
1989 3 28 5.65 1.63 5.65 1.63 1989 7.28 0.628992 154.9273824
1989 3 29 9.8 1.63 9.8 1.63 1989 11.43 0.987552 155.9149344
1989 3 30 10.19 1.63 10.19 1.63 1989 11.82 1.021248 156.9361824
1989 3 31 10.19 1.76 10.19 1.76 1989 11.95 1.03248 157.9686624
1989 4 1 10.58 2.02 10.58 2.02 1989 12.6 1.08864 159.0573024
1989 4 2 10.19 2.15 10.19 2.15 1989 12.34 1.066176 160.1234784
1989 4 3 15.58 4.33 15.58 4.33 1989 19.91 1.720224 161.8437024
1989 4 4 25.6 12.948 25.6 12.948 1989 38.548 3.3305472 165.1742496
1989 4 5 16.05 8.395 16.05 8.395 1989 24.445 2.112048 167.2862976
1989 4 6 9.5 7.159 9.5 7.159 1989 16.659 1.4393376 168.7256352
1989 4 7 8.3 6.85 8.3 6.85 1989 15.15 1.30896 170.0345952
1989 4 8 13.31 9.631 13.31 9.631 1989 22.941 1.9821024 172.0166976
1989 4 9 12.14 11.82 12.14 11.82 1989 23.96 2.070144 174.0868416
1989 4 10 25.6 21.21 25.6 21.21 1989 46.81 4.044384 178.1312256
1989 4 11 19.56 14.53 19.56 14.53 1989 34.09 2.945376 181.0766016
1989 4 12 31.2 14.945 31.2 14.945 1989 46.145 3.986928 185.0635296
1989 4 13 32.03 14.115 32.03 14.115 1989 46.145 3.986928 189.0504576
1989 4 14 21.3 10.692 21.3 10.692 1989 31.992 2.7641088 191.8145664
1989 4 15 15.58 9.013 15.58 9.013 1989 24.593 2.1248352 193.9394016
1989 4 16 13.7 8.395 13.7 8.395 1989 22.095 1.909008 195.8484096
1989 4 17 14.64 7.468 14.64 7.468 1989 22.108 1.9101312 197.7585408
1989 4 18 20.14 6.38 20.14 6.38 1989 26.52 2.291328 200.0498688
1989 4 19 16.99 5.675 16.99 5.675 1989 22.665 1.958256 202.0081248
1989 4 20 12.53 5.205 12.53 5.205 1989 17.735 1.532304 203.5404288
1989 4 21 14.64 5.205 14.64 5.205 1989 19.845 1.714608 205.2550368
1989 4 22 10.19 4.5 10.19 4.5 1989 14.69 1.269216 206.5242528
1989 4 23 6.34 4.33 6.34 4.33 1989 10.67 0.921888 207.4461408
1989 4 24 12.14 4.16 12.14 4.16 1989 16.3 1.40832 208.8544608
1989 4 25 21.3 14.945 21.3 14.945 1989 36.245 3.131568 211.9860288
1989 4 26 27.7 20.73 27.7 20.73 1989 48.43 4.184352 216.1703808
1989 4 27 18.98 12.948 18.98 12.948 1989 31.928 2.7585792 218.92896
1989 4 28 14.64 10.316 14.64 10.316 1989 24.956 2.1561984 221.0851584
1989 4 29 15.58 9.013 15.58 9.013 1989 24.593 2.1248352 223.2099936
1989 4 30 12.53 8.704 12.53 8.704 1989 21.234 1.8346176 225.0446112
1989 5 1 7.1 8.086 7.1 8.086 1989 15.186 1.3120704 226.3566816
1989 5 2 14.17 7.468 14.17 7.468 1989 21.638 1.8695232 228.2262048
1989 5 3 23.04 6.85 23.04 6.85 1989 29.89 2.582496 230.8087008
1989 5 4 14.17 6.85 14.17 6.85 1989 21.02 1.816128 232.6248288
1989 5 5 8.6 6.615 8.6 6.615 1989 15.215 1.314576 233.9394048
1989 5 6 20.14 6.38 20.14 6.38 1989 26.52 2.291328 236.2307328
1989 5 7 23.04 6.615 23.04 6.615 1989 29.655 2.562192 238.7929248
1989 5 8 30.5 6.145 30.5 6.145 1989 36.645 3.166128 241.9590528
1989 5 9 35.35 5.91 35.35 5.91 1989 41.26 3.564864 245.5239168
1989 5 10 35.35 5.675 35.35 5.675 1989 41.025 3.54456 249.0684768
1989 5 11 33.69 5.44 33.69 5.44 1989 39.13 3.380832 252.4493088
1989 5 12 35.35 5.675 35.35 5.675 1989 41.025 3.54456 255.9938688
1989 5 13 35.35 10.692 35.35 10.692 1989 46.042 3.9780288 259.9718976
1989 5 14 27.7 4.33 27.7 4.33 1989 32.03 2.767392 262.7392896
1989 5 15 21.88 3.82 21.88 3.82 1989 25.7 2.22048 264.9597696
1989 5 16 19.56 3.65 19.56 3.65 1989 23.21 2.005344 266.9651136
1989 5 17 31.2 3.48 31.2 3.48 1989 34.68 2.996352 269.9614656
1989 5 18 30.5 3.14 30.5 3.14 1989 33.64 2.906496 272.8679616
1989 5 19 27.7 2.97 27.7 2.97 1989 30.67 2.649888 275.5178496
1989 5 20 24.2 4.735 24.2 4.735 1989 28.935 2.499984 278.0178336
1989 5 21 15.58 3.31 15.58 3.31 1989 18.89 1.632096 279.6499296
1989 5 22 20.14 3.14 20.14 3.14 1989 23.28 2.011392 281.6613216
1989 5 23 31.2 2.97 31.2 2.97 1989 34.17 2.952288 284.6136096
1989 5 24 32.86 2.67 32.86 2.67 1989 35.53 3.069792 287.6834016
1989 5 25 20.14 2.67 20.14 2.67 1989 22.81 1.970784 289.6541856
1989 5 26 21.88 3.14 21.88 3.14 1989 25.02 2.161728 291.8159136
1989 5 27 22.46 3.48 22.46 3.48 1989 25.94 2.241216 294.0571296
1989 5 28 20.72 3.48 20.72 3.48 1989 24.2 2.09088 296.1480096
1989 5 29 21.88 5.205 21.88 5.205 1989 27.085 2.340144 298.4881536
1989 5 30 25.6 3.82 25.6 3.82 1989 29.42 2.541888 301.0300416
1989 5 31 35.35 3.99 35.35 3.99 1989 39.34 3.398976 304.4290176
1989 6 1 32.86 7.468 32.86 7.468 1989 40.328 3.4843392 307.9133568
1989 6 2 32.03 5.91 32.03 5.91 1989 37.94 3.278016 311.1913728
1989 6 3 23.04 4.97 23.04 4.97 1989 28.01 2.420064 313.6114368
1989 6 4 11.36 4.16 11.36 4.16 1989 15.52 1.340928 314.9523648
1989 6 5 12.53 3.65 12.53 3.65 1989 16.18 1.397952 316.3503168
1989 6 6 15.11 3.31 15.11 3.31 1989 18.42 1.591488 317.9418048
1989 6 7 13.7 2.97 13.7 2.97 1989 16.67 1.440288 319.3820928
1989 6 8 15.11 2.97 15.11 2.97 1989 18.08 1.562112 320.9442048
1989 6 9 22.46 12.572 22.46 12.572 1989 35.032 3.0267648 323.9709696
1989 6 10 24.2 8.395 24.2 8.395 1989 32.595 2.816208 326.7871776
1989 6 11 17.93 6.145 17.93 6.145 1989 24.075 2.08008 328.8672576
1989 6 12 20.72 4.735 20.72 4.735 1989 25.455 2.199312 331.0665696
1989 6 13 32.03 3.99 32.03 3.99 1989 36.02 3.112128 334.1786976
1989 6 14 23.62 3.65 23.62 3.65 1989 27.27 2.356128 336.5348256
1989 6 15 32.86 3.31 32.86 3.31 1989 36.17 3.125088 339.6599136
1989 6 16 32.03 3.14 32.03 3.14 1989 35.17 3.038688 342.6986016
1989 6 17 17.93 2.67 17.93 2.67 1989 20.6 1.77984 344.4784416
1989 6 18 4.5 2.54 4.5 2.54 1989 7.04 0.608256 345.0866976
1989 6 19 21.3 3.82 21.3 3.82 1989 25.12 2.170368 347.2570656
1989 6 20 22.46 2.97 22.46 2.97 1989 25.43 2.197152 349.4542176
1989 6 21 24.2 1.89 24.2 1.89 1989 26.09 2.254176 351.7083936
1989 6 22 23.04 1.89 23.04 1.89 1989 24.93 2.153952 353.8623456
1989 6 23 22.46 1.76 22.46 1.76 1989 24.22 2.092608 355.9549536
1989 6 24 11.75 1.76 11.75 1.76 1989 13.51 1.167264 357.1222176
1989 6 25 4.5 1.76 4.5 1.76 1989 6.26 0.540864 357.6630816
1989 6 26 8 1.76 8 1.76 1989 9.76 0.843264 358.5063456
1989 6 27 17.93 5.91 17.93 5.91 1989 23.84 2.059776 360.5661216
1989 6 28 18.98 2.02 18.98 2.02 1989 21 1.8144 362.3805216
1989 6 29 19.56 1.41 19.56 1.41 1989 20.97 1.811808 364.1923296
1989 6 30 21.3 1.41 21.3 1.41 1989 22.71 1.962144 366.1544736
1989 7 1 11.36 1.32 11.36 1.32 1989 12.68 1.095552 367.2500256
1989 7 2 4.5 1.32 4.5 1.32 1989 5.82 0.502848 367.7528736
1989 7 3 4.96 1.32 4.96 1.32 1989 6.28 0.542592 368.2954656
1989 7 4 6.11 1.32 6.11 1.32 1989 7.43 0.641952 368.9374176
1989 7 5 11.75 1.32 11.75 1.32 1989 13.07 1.129248 370.0666656
1989 7 6 12.53 1.32 12.53 1.32 1989 13.85 1.19664 371.2633056
1989 7 7 13.31 1.32 13.31 1.32 1989 14.63 1.264032 372.5273376
1989 7 8 10.19 1.14 10.19 1.14 1989 11.33 0.978912 373.5062496
1989 7 9 8.6 1.23 8.6 1.23 1989 9.83 0.849312 374.3555616
1989 7 10 9.5 2.02 9.5 2.02 1989 11.52 0.995328 375.3508896
1989 7 11 14.64 1.89 14.64 1.89 1989 16.53 1.428192 376.7790816
1989 7 12 12.53 1.63 12.53 1.63 1989 14.16 1.223424 378.0025056
1989 7 13 8 1.32 8 1.32 1989 9.32 0.805248 378.8077536
1989 7 14 10.58 1.23 10.58 1.23 1989 11.81 1.020384 379.8281376
1989 7 15 6.11 1.14 6.11 1.14 1989 7.25 0.6264 380.4545376
1989 7 16 3.24 1.14 3.24 1.14 1989 4.38 0.378432 380.8329696
1989 7 17 4.73 1.14 4.73 1.14 1989 5.87 0.507168 381.3401376
1989 7 18 9.2 1.14 9.2 1.14 1989 10.34 0.893376 382.2335136
1989 7 19 8.9 1.05 8.9 1.05 1989 9.95 0.85968 383.0931936
1989 7 20 11.75 1.05 11.75 1.05 1989 12.8 1.10592 384.1991136
1989 7 21 9.2 1.05 9.2 1.05 1989 10.25 0.8856 385.0847136
1989 7 22 5.65 0.87 5.65 0.87 1989 6.52 0.563328 385.6480416
1989 7 23 3.06 0.87 3.06 0.87 1989 3.93 0.339552 385.9875936
1989 7 24 4.32 0.87 4.32 0.87 1989 5.19 0.448416 386.4360096
1989 7 25 7.4 1.14 7.4 1.14 1989 8.54 0.737856 387.1738656
1989 7 26 6.8 1.05 6.8 1.05 1989 7.85 0.67824 387.8521056
1989 7 27 10.58 0.96 10.58 0.96 1989 11.54 0.997056 388.8491616
1989 7 28 7.1 0.87 7.1 0.87 1989 7.97 0.688608 389.5377696
1989 7 29 5.42 0.78 5.42 0.78 1989 6.2 0.53568 390.0734496
1989 7 30 3.24 0.78 3.24 0.78 1989 4.02 0.347328 390.4207776
1989 7 31 4.73 0.87 4.73 0.87 1989 5.6 0.48384 390.9046176
1989 8 1 8.9 0.87 8.9 0.87 1989 9.77 0.844128 391.7487456
1989 8 2 6.11 0.78 6.11 0.78 1989 6.89 0.595296 392.3440416
1989 8 3 6.34 0.96 6.34 0.96 1989 7.3 0.63072 392.9747616
1989 8 4 9.8 2.15 9.8 2.15 1989 11.95 1.03248 394.0072416
1989 8 5 8 1.5 8 1.5 1989 9.5 0.8208 394.8280416
1989 8 6 13.7 1.32 13.7 1.32 1989 15.02 1.297728 396.1257696
1989 8 7 9.2 1.14 9.2 1.14 1989 10.34 0.893376 397.0191456
1989 8 8 9.2 1.14 9.2 1.14 1989 10.34 0.893376 397.9125216
1989 8 9 7.1 1.14 7.1 1.14 1989 8.24 0.711936 398.6244576
1989 8 10 13.7 1.32 13.7 1.32 1989 15.02 1.297728 399.9221856
1989 8 11 16.05 1.32 16.05 1.32 1989 17.37 1.500768 401.4229536
1989 8 12 10.58 1.14 10.58 1.14 1989 11.72 1.012608 402.4355616
1989 8 13 6.34 1.14 6.34 1.14 1989 7.48 0.646272 403.0818336
1989 8 14 8.3 1.14 8.3 1.14 1989 9.44 0.815616 403.8974496
1989 8 15 9.8 1.32 9.8 1.32 1989 11.12 0.960768 404.8582176
1989 8 16 7.1 1.23 7.1 1.23 1989 8.33 0.719712 405.5779296
1989 8 17 10.58 1.89 10.58 1.89 1989 12.47 1.077408 406.6553376
1989 8 18 11.75 1.63 11.75 1.63 1989 13.38 1.156032 407.8113696
1989 8 19 7.7 1.23 7.7 1.23 1989 8.93 0.771552 408.5829216
1989 8 20 3.78 1.23 3.78 1.23 1989 5.01 0.432864 409.0157856
1989 8 21 4.96 1.32 4.96 1.32 1989 6.28 0.542592 409.5583776
1989 8 22 6.8 1.32 6.8 1.32 1989 8.12 0.701568 410.2599456
1989 8 23 8.9 1.32 8.9 1.32 1989 10.22 0.883008 411.1429536
1989 8 24 9.5 1.23 9.5 1.23 1989 10.73 0.927072 412.0700256
1989 8 25 9.8 1.41 9.8 1.41 1989 11.21 0.968544 413.0385696
1989 8 26 7.7 1.63 7.7 1.63 1989 9.33 0.806112 413.8446816
1989 8 27 3.42 1.32 3.42 1.32 1989 4.74 0.409536 414.2542176
1989 8 28 4.32 1.32 4.32 1.32 1989 5.64 0.487296 414.7415136
1989 8 29 10.19 1.32 10.19 1.32 1989 11.51 0.994464 415.7359776
1989 8 30 10.19 1.32 10.19 1.32 1989 11.51 0.994464 416.7304416
1989 8 31 10.97 1.32 10.97 1.32 1989 12.29 1.061856 417.7922976
1989 9 1 8.6 1.32 8.6 1.32 1989 9.92 0.857088 418.6493856
1989 9 2 8.3 1.23 8.3 1.23 1989 9.53 0.823392 419.4727776
1989 9 3 2.88 1.23 2.88 1.23 1989 4.11 0.355104 419.8278816
1989 9 4 4.14 1.23 4.14 1.23 1989 5.37 0.463968 420.2918496
1989 9 5 3.78 1.23 3.78 1.23 1989 5.01 0.432864 420.7247136
1989 9 6 4.14 1.23 4.14 1.23 1989 5.37 0.463968 421.1886816
1989 9 7 3.06 1.32 3.06 1.32 1989 4.38 0.378432 421.5671136
1989 9 8 5.19 1.32 5.19 1.32 1989 6.51 0.562464 422.1295776
1989 9 9 4.96 1.14 4.96 1.14 1989 6.1 0.52704 422.6566176
1989 9 10 5.88 4.97 5.88 4.97 1989 10.85 0.93744 423.5940576
1989 9 11 4.14 2.8 4.14 2.8 1989 6.94 0.599616 424.1936736
1989 9 12 5.19 2.15 5.19 2.15 1989 7.34 0.634176 424.8278496
1989 9 13 12.14 2.15 12.14 2.15 1989 14.29 1.234656 426.0625056
1989 9 14 7.7 2.15 7.7 2.15 1989 9.85 0.85104 426.9135456
1989 9 15 4.73 2.15 4.73 2.15 1989 6.88 0.594432 427.5079776
1989 9 16 4.32 0.96 4.32 0.96 1989 5.28 0.456192 427.9641696
1989 9 17 3.6 0.96 3.6 0.96 1989 4.56 0.393984 428.3581536
1989 9 18 4.32 1.05 4.32 1.05 1989 5.37 0.463968 428.8221216
1989 9 19 8.3 1.05 8.3 1.05 1989 9.35 0.80784 429.6299616
1989 9 20 8 1.14 8 1.14 1989 9.14 0.789696 430.4196576
1989 9 21 9.5 1.23 9.5 1.23 1989 10.73 0.927072 431.3467296
1989 9 22 10.97 1.63 10.97 1.63 1989 12.6 1.08864 432.4353696
1989 9 23 27.7 3.99 27.7 3.99 1989 31.69 2.738016 435.1733856
1989 9 24 10.58 2.02 10.58 2.02 1989 12.6 1.08864 436.2620256
1989 9 25 6.8 1.63 6.8 1.63 1989 8.43 0.728352 436.9903776
1989 9 26 6.34 1.41 6.34 1.41 1989 7.75 0.6696 437.6599776
1989 9 27 8.3 1.32 8.3 1.32 1989 9.62 0.831168 438.4911456
1989 9 28 9.5 1.23 9.5 1.23 1989 10.73 0.927072 439.4182176
1989 9 29 10.19 1.23 10.19 1.23 1989 11.42 0.986688 440.4049056
1989 9 30 8.6 1.05 8.6 1.05 1989 9.65 0.83376 441.2386656
1989 10 1 7.4 1.05 7.4 1.05 1990 8.45 0.73008 0.73008
1989 10 2 5.42 1.05 5.42 1.05 1990 6.47 0.559008 1.289088
1989 10 3 4.96 1.05 4.96 1.05 1990 6.01 0.519264 1.808352
1989 10 4 4.96 1.05 4.96 1.05 1990 6.01 0.519264 2.327616
1989 10 5 6.34 1.05 6.34 1.05 1990 7.39 0.638496 2.966112
1989 10 6 6.11 1.05 6.11 1.05 1990 7.16 0.618624 3.584736
1989 10 7 5.88 0.96 5.88 0.96 1990 6.84 0.590976 4.175712
1989 10 8 4.96 0.96 4.96 0.96 1990 5.92 0.511488 4.6872
1989 10 9 1.44 0.96 1.44 0.96 1990 2.4 0.20736 4.89456
1989 10 10 5.42 0.96 5.42 0.96 1990 6.38 0.551232 5.445792
1989 10 11 5.42 0.96 5.42 0.96 1990 6.38 0.551232 5.997024
1989 10 12 4.5 0.96 4.5 0.96 1990 5.46 0.471744 6.468768
1989 10 13 8.9 0.96 8.9 0.96 1990 9.86 0.851904 7.320672
1989 10 14 5.42 0.96 5.42 0.96 1990 6.38 0.551232 7.871904
1989 10 15 1.58 0.96 1.58 0.96 1990 2.54 0.219456 8.09136
1989 10 16 1.72 0.96 1.72 0.96 1990 2.68 0.231552 8.322912
1989 10 17 5.88 0.96 5.88 0.96 1990 6.84 0.590976 8.913888
1989 10 18 5.88 0.96 5.88 0.96 1990 6.84 0.590976 9.504864
1989 10 19 5.88 1.05 5.88 1.05 1990 6.93 0.598752 10.103616
1989 10 20 7.1 1.14 7.1 1.14 1990 8.24 0.711936 10.815552
1989 10 21 6.34 0.96 6.34 0.96 1990 7.3 0.63072 11.446272
1989 10 22 2.42 0.96 2.42 0.96 1990 3.38 0.292032 11.738304
1989 10 23 3.42 0.96 3.42 0.96 1990 4.38 0.378432 12.116736
1989 10 24 5.42 0.96 5.42 0.96 1990 6.38 0.551232 12.667968
1989 10 25 4.14 0.96 4.14 0.96 1990 5.1 0.44064 13.108608
1989 10 26 4.96 0.96 4.96 0.96 1990 5.92 0.511488 13.620096
1989 10 27 5.65 0.96 5.65 0.96 1990 6.61 0.571104 14.1912
1989 10 28 12.14 1.23 12.14 1.23 1990 13.37 1.155168 15.346368
1989 10 29 14.17 1.41 14.17 1.41 1990 15.58 1.346112 16.69248
1989 10 30 5.88 1.14 5.88 1.14 1990 7.02 0.606528 17.299008
1989 10 31 8 1.05 8 1.05 1990 9.05 0.78192 18.080928
1989 11 1 5.65 1.05 5.65 1.05 1990 6.7 0.57888 18.659808
1989 11 2 5.19 0.96 5.19 0.96 1990 6.15 0.53136 19.191168
1989 11 3 11.36 1.05 11.36 1.05 1990 12.41 1.072224 20.263392
1989 11 4 8.3 0.96 8.3 0.96 1990 9.26 0.800064 21.063456
1989 11 5 3.24 0.96 3.24 0.96 1990 4.2 0.36288 21.426336
