"year" "month" "day" "f9013" "f9047" "f9013i" "f9047i" "hyear" "suma_q" "suma_vol" "accu_vol"
1984 10 1 17.05 0.96 17.05 0.96 1985 18.01 1.556064 1.556064
1984 10 2 21.68 0.87 21.68 0.87 1985 22.55 1.94832 3.504384
1984 10 3 22.35 0.96 22.35 0.96 1985 23.31 2.013984 5.518368
1984 10 4 23.02 1.76 23.02 1.76 1985 24.78 2.140992 7.65936
1984 10 5 28.42 2.97 28.42 2.97 1985 31.39 2.712096 10.371456
1984 10 6 24.36 1.5 24.36 1.5 1985 25.86 2.234304 12.60576
1984 10 7 13.8 1.23 13.8 1.23 1985 15.03 1.298592 13.904352
1984 10 8 10.55 1.32 10.55 1.32 1985 11.87 1.025568 14.92992
1984 10 9 15.1 0.96 15.1 0.96 1985 16.06 1.387584 16.317504
1984 10 10 14.45 0.96 14.45 0.96 1985 15.41 1.331424 17.648928
1984 10 11 17.05 0.96 17.05 0.96 1985 18.01 1.556064 19.204992
1984 10 12 20.34 0.96 20.34 0.96 1985 21.3 1.84032 21.045312
1984 10 13 14.45 0.96 14.45 0.96 1985 15.41 1.331424 22.376736
1984 10 14 6.65 0.96 6.65 0.96 1985 7.61 0.657504 23.03424
1984 10 15 8.6 0.87 8.6 0.87 1985 9.47 0.818208 23.852448
1984 10 16 20.34 0.87 20.34 0.87 1985 21.21 1.832544 25.684992
1984 10 17 16.4 0.87 16.4 0.87 1985 17.27 1.492128 27.17712
1984 10 18 11.85 0.87 11.85 0.87 1985 12.72 1.099008 28.276128
1984 10 19 13.8 0.87 13.8 0.87 1985 14.67 1.267488 29.543616
1984 10 20 13.8 0.96 13.8 0.96 1985 14.76 1.275264 30.81888
1984 10 21 6.65 0.87 6.65 0.87 1985 7.52 0.649728 31.468608
1984 10 22 2.46 0.87 2.46 0.87 1985 3.33 0.287712 31.75632
1984 10 23 12.5 0.78 12.5 0.78 1985 13.28 1.147392 32.903712
1984 10 24 13.8 0.78 13.8 0.78 1985 14.58 1.259712 34.163424
1984 10 25 15.1 0.78 15.1 0.78 1985 15.88 1.372032 35.535456
1984 10 26 25.03 0.78 25.03 0.78 1985 25.81 2.229984 37.76544
1984 10 27 20.34 0.87 20.34 0.87 1985 21.21 1.832544 39.597984
1984 10 28 13.8 0.87 13.8 0.87 1985 14.67 1.267488 40.865472
1984 10 29 5.38 0.78 5.38 0.78 1985 6.16 0.532224 41.397696
1984 10 30 17.7 0.78 17.7 0.78 1985 18.48 1.596672 42.994368
1984 10 31 14.45 0.78 14.45 0.78 1985 15.23 1.315872 44.31024
1984 11 1 15.75 0.78 15.75 0.78 1985 16.53 1.428192 45.738432
1984 11 2 6 0.78 6 0.78 1985 6.78 0.585792 46.324224
1984 11 3 21.68 0.87 21.68 0.87 1985 22.55 1.94832 48.272544
1984 11 4 13.8 0.87 13.8 0.87 1985 14.67 1.267488 49.540032
1984 11 5 21.68 2.8 21.68 2.8 1985 24.48 2.115072 51.655104
1984 11 6 29.78 5.675 29.78 5.675 1985 35.455 3.063312 54.718416
1984 11 7 24.36 2.67 24.36 2.67 1985 27.03 2.335392 57.053808
1984 11 8 63.395 7.777 63.395 7.777 1985 71.172 6.1492608 63.2030688
1984 11 9 139.73 27.8 139.73 27.8 1985 167.53 14.474592 77.6776608
1984 11 10 112.52 32.741 112.52 32.741 1985 145.261 12.5505504 90.2282112
1984 11 11 65.265 15.36 65.265 15.36 1985 80.625 6.966 97.1942112
1984 11 12 47.5 9.94 47.5 9.94 1985 57.44 4.962816 102.1570272
1984 11 13 41.26 7.777 41.26 7.777 1985 49.037 4.2367968 106.393824
1984 11 14 41.26 10.692 41.26 10.692 1985 51.952 4.4886528 110.8824768
1984 11 15 38.98 12.196 38.98 12.196 1985 51.176 4.4216064 115.3040832
1984 11 16 45.94 17.02 45.94 17.02 1985 62.96 5.439744 120.7438272
1984 11 17 45.94 11.444 45.94 11.444 1985 57.384 4.9579776 125.7018048
1984 11 18 25.7 9.631 25.7 9.631 1985 35.331 3.0525984 128.7544032
1984 11 19 31.14 11.444 31.14 11.444 1985 42.584 3.6792576 132.4336608
1984 11 20 38.98 12.196 38.98 12.196 1985 51.176 4.4216064 136.8552672
1984 11 21 33.22 9.94 33.22 9.94 1985 43.16 3.729024 140.5842912
1984 11 22 27.74 8.395 27.74 8.395 1985 36.135 3.122064 143.7063552
1984 11 23 27.06 7.777 27.06 7.777 1985 34.837 3.0099168 146.716272
1984 11 24 21.01 7.468 21.01 7.468 1985 28.478 2.4604992 149.1767712
1984 11 25 13.8 6.85 13.8 6.85 1985 20.65 1.78416 150.9609312
1984 11 26 19.67 6.38 19.67 6.38 1985 26.05 2.25072 153.2116512
1984 11 27 28.42 5.675 28.42 5.675 1985 34.095 2.945808 156.1574592
1984 11 28 21.01 4.97 21.01 4.97 1985 25.98 2.244672 158.4021312
1984 11 29 19.67 4.5 19.67 4.5 1985 24.17 2.088288 160.4904192
1984 11 30 23.02 4.33 23.02 4.33 1985 27.35 2.36304 162.8534592
1984 12 1 52.175 14.945 52.175 14.945 1985 67.12 5.799168 168.6526272
1984 12 2 31.14 12.948 31.14 12.948 1985 44.088 3.8092032 172.4618304
1984 12 3 27.74 9.94 27.74 9.94 1985 37.68 3.255552 175.7173824
1984 12 4 29.78 8.704 29.78 8.704 1985 38.484 3.3250176 179.0424
1984 12 5 21.68 7.468 21.68 7.468 1985 29.148 2.5183872 181.5607872
1984 12 6 24.36 6.615 24.36 6.615 1985 30.975 2.67624 184.2370272
1984 12 7 19.67 5.91 19.67 5.91 1985 25.58 2.210112 186.4471392
1984 12 8 14.45 5.205 14.45 5.205 1985 19.655 1.698192 188.1453312
1984 12 9 8.6 4.5 8.6 4.5 1985 13.1 1.13184 189.2771712
1984 12 10 9.9 4.16 9.9 4.16 1985 14.06 1.214784 190.4919552
1984 12 11 15.1 3.99 15.1 3.99 1985 19.09 1.649376 192.1413312
1984 12 12 12.5 3.65 12.5 3.65 1985 16.15 1.39536 193.5366912
1984 12 13 19.67 3.65 19.67 3.65 1985 23.32 2.014848 195.5515392
1984 12 14 19.67 3.48 19.67 3.48 1985 23.15 2.00016 197.5516992
1984 12 15 11.85 3.14 11.85 3.14 1985 14.99 1.295136 198.8468352
1984 12 16 6 3.14 6 3.14 1985 9.14 0.789696 199.6365312
1984 12 17 7.95 3.14 7.95 3.14 1985 11.09 0.958176 200.5947072
1984 12 18 10.55 2.97 10.55 2.97 1985 13.52 1.168128 201.7628352
1984 12 19 10.55 2.8 10.55 2.8 1985 13.35 1.15344 202.9162752
1984 12 20 9.9 2.67 9.9 2.67 1985 12.57 1.086048 204.0023232
1984 12 21 6.65 2.54 6.65 2.54 1985 9.19 0.794016 204.7963392
1984 12 22 13.8 2.54 13.8 2.54 1985 16.34 1.411776 206.2081152
1984 12 23 20.34 2.41 20.34 2.41 1985 22.75 1.9656 208.1737152
1984 12 24 13.8 2.28 13.8 2.28 1985 16.08 1.389312 209.5630272
1984 12 25 11.85 2.28 11.85 2.28 1985 14.13 1.220832 210.7838592
1984 12 26 8.6 2.15 8.6 2.15 1985 10.75 0.9288 211.7126592
1984 12 27 12.5 2.02 12.5 2.02 1985 14.52 1.254528 212.9671872
1984 12 28 11.2 2.02 11.2 2.02 1985 13.22 1.142208 214.1093952
1984 12 29 7.95 1.76 7.95 1.76 1985 9.71 0.838944 214.9483392
1984 12 30 9.25 1.63 9.25 1.63 1985 10.88 0.940032 215.8883712
1984 12 31 13.15 1.76 13.15 1.76 1985 14.91 1.288224 217.1765952
1985 1 1 6.65 1.76 6.65 1.76 1985 8.41 0.726624 217.9032192
1985 1 2 9.9 1.76 9.9 1.76 1985 11.66 1.007424 218.9106432
1985 1 3 8.6 1.5 8.6 1.5 1985 10.1 0.87264 219.7832832
1985 1 4 8.6 1.41 8.6 1.41 1985 10.01 0.864864 220.6481472
1985 1 5 9.9 1.5 9.9 1.5 1985 11.4 0.98496 221.6331072
1985 1 6 7.95 1.63 7.95 1.63 1985 9.58 0.827712 222.4608192
1985 1 7 6.65 1.32 6.65 1.32 1985 7.97 0.688608 223.1494272
1985 1 8 7.3 1.14 7.3 1.14 1985 8.44 0.729216 223.8786432
1985 1 9 6.65 0.87 6.65 0.87 1985 7.52 0.649728 224.5283712
1985 1 10 7.3 1.23 7.3 1.23 1985 8.53 0.736992 225.2653632
1985 1 11 7.3 1.14 7.3 1.14 1985 8.44 0.729216 225.9945792
1985 1 12 9.25 1.14 9.25 1.14 1985 10.39 0.897696 226.8922752
1985 1 13 2.02 1.05 2.02 1.05 1985 3.07 0.265248 227.1575232
1985 1 14 7.95 1.05 7.95 1.05 1985 9 0.7776 227.9351232
1985 1 15 5.38 1.05 5.38 1.05 1985 6.43 0.555552 228.4906752
1985 1 16 6.65 1.05 6.65 1.05 1985 7.7 0.66528 229.1559552
1985 1 17 11.2 1.05 11.2 1.05 1985 12.25 1.0584 230.2143552
1985 1 18 5.38 1.05 5.38 1.05 1985 6.43 0.555552 230.7699072
1985 1 19 9.9 1.05 9.9 1.05 1985 10.95 0.94608 231.7159872
1985 1 20 7.3 0.96 7.3 0.96 1985 8.26 0.713664 232.4296512
1985 1 21 9.9 0.78 9.9 0.78 1985 10.68 0.922752 233.3524032
1985 1 22 41.26 3.82 41.26 3.82 1985 45.08 3.894912 237.2473152
1985 1 23 51.24 16.605 51.24 16.605 1985 67.845 5.861808 243.1091232
1985 1 24 31.14 9.322 31.14 9.322 1985 40.462 3.4959168 246.60504
1985 1 25 23.02 6.615 23.02 6.615 1985 29.635 2.560464 249.165504
1985 1 26 27.06 8.086 27.06 8.086 1985 35.146 3.0366144 252.2021184
1985 1 27 14.45 6.85 14.45 6.85 1985 21.3 1.84032 254.0424384
1985 1 28 15.1 5.91 15.1 5.91 1985 21.01 1.815264 255.8577024
1985 1 29 17.05 5.205 17.05 5.205 1985 22.255 1.922832 257.7805344
1985 1 30 15.75 5.44 15.75 5.44 1985 21.19 1.830816 259.6113504
1985 1 31 17.7 4.97 17.7 4.97 1985 22.67 1.958688 261.5700384
1985 2 1 17.7 4.5 17.7 4.5 1985 22.2 1.91808 263.4881184
1985 2 2 17.7 4.16 17.7 4.16 1985 21.86 1.888704 265.3768224
1985 2 3 17.7 3.99 17.7 3.99 1985 21.69 1.874016 267.2508384
1985 2 4 17.05 3.82 17.05 3.82 1985 20.87 1.803168 269.0540064
1985 2 5 9.9 3.48 9.9 3.48 1985 13.38 1.156032 270.2100384
1985 2 6 15.1 3.31 15.1 3.31 1985 18.41 1.590624 271.8006624
1985 2 7 16.4 3.31 16.4 3.31 1985 19.71 1.702944 273.5036064
1985 2 8 9.25 3.48 9.25 3.48 1985 12.73 1.099872 274.6034784
1985 2 9 8.6 3.82 8.6 3.82 1985 12.42 1.073088 275.6765664
1985 2 10 11.85 5.675 11.85 5.675 1985 17.525 1.51416 277.1907264
1985 2 11 11.2 5.205 11.2 5.205 1985 16.405 1.417392 278.6081184
1985 2 12 18.35 6.145 18.35 6.145 1985 24.495 2.116368 280.7244864
1985 2 13 27.74 5.675 27.74 5.675 1985 33.415 2.887056 283.6115424
1985 2 14 11.85 5.205 11.85 5.205 1985 17.055 1.473552 285.0850944
1985 2 15 17.05 5.44 17.05 5.44 1985 22.49 1.943136 287.0282304
1985 2 16 17.05 5.675 17.05 5.675 1985 22.725 1.96344 288.9916704
1985 2 17 9.9 5.675 9.9 5.675 1985 15.575 1.34568 290.3373504
1985 2 18 16.4 6.85 16.4 6.85 1985 23.25 2.0088 292.3461504
1985 2 19 19 7.468 19 7.468 1985 26.468 2.2868352 294.6329856
1985 2 20 16.4 6.145 16.4 6.145 1985 22.545 1.947888 296.5808736
1985 2 21 13.15 5.44 13.15 5.44 1985 18.59 1.606176 298.1870496
1985 2 22 13.15 4.735 13.15 4.735 1985 17.885 1.545264 299.7323136
1985 2 23 13.15 4.16 13.15 4.16 1985 17.31 1.495584 301.2278976
1985 2 24 7.95 3.99 7.95 3.99 1985 11.94 1.031616 302.2595136
1985 2 25 9.25 3.65 9.25 3.65 1985 12.9 1.11456 303.3740736
1985 2 26 9.9 3.48 9.9 3.48 1985 13.38 1.156032 304.5301056
1985 2 27 9.25 3.31 9.25 3.31 1985 12.56 1.085184 305.6152896
1985 2 28 9.25 3.14 9.25 3.14 1985 12.39 1.070496 306.6857856
1985 3 1 5.38 3.14 5.38 3.14 1985 8.52 0.736128 307.4219136
1985 3 2 9.9 3.48 9.9 3.48 1985 13.38 1.156032 308.5779456
1985 3 3 9.25 2.97 9.25 2.97 1985 12.22 1.055808 309.6337536
1985 3 4 8.6 2.8 8.6 2.8 1985 11.4 0.98496 310.6187136
1985 3 5 7.3 2.67 7.3 2.67 1985 9.97 0.861408 311.4801216
1985 3 6 12.5 2.54 12.5 2.54 1985 15.04 1.299456 312.7795776
1985 3 7 9.25 2.28 9.25 2.28 1985 11.53 0.996192 313.7757696
1985 3 8 8.6 2.28 8.6 2.28 1985 10.88 0.940032 314.7158016
1985 3 9 7.95 2.28 7.95 2.28 1985 10.23 0.883872 315.5996736
1985 3 10 6 2.15 6 2.15 1985 8.15 0.70416 316.3038336
1985 3 11 6 2.15 6 2.15 1985 8.15 0.70416 317.0079936
1985 3 12 8.6 2.15 8.6 2.15 1985 10.75 0.9288 317.9367936
1985 3 13 9.9 2.02 9.9 2.02 1985 11.92 1.029888 318.9666816
1985 3 14 7.3 2.02 7.3 2.02 1985 9.32 0.805248 319.7719296
1985 3 15 7.95 2.02 7.95 2.02 1985 9.97 0.861408 320.6333376
1985 3 16 4.76 1.76 4.76 1.76 1985 6.52 0.563328 321.1966656
1985 3 17 3.52 1.76 3.52 1.76 1985 5.28 0.456192 321.6528576
1985 3 18 6 1.76 6 1.76 1985 7.76 0.670464 322.3233216
1985 3 19 6 1.76 6 1.76 1985 7.76 0.670464 322.9937856
1985 3 20 2.46 1.76 2.46 1.76 1985 4.22 0.364608 323.3583936
1985 3 21 7.3 1.89 7.3 1.89 1985 9.19 0.794016 324.1524096
1985 3 22 4.14 2.02 4.14 2.02 1985 6.16 0.532224 324.6846336
1985 3 23 8.6 1.76 8.6 1.76 1985 10.36 0.895104 325.5797376
1985 3 24 7.95 1.76 7.95 1.76 1985 9.71 0.838944 326.4186816
1985 3 25 6.65 1.63 6.65 1.63 1985 8.28 0.715392 327.1340736
1985 3 26 10.55 1.63 10.55 1.63 1985 12.18 1.052352 328.1864256
1985 3 27 4.76 1.63 4.76 1.63 1985 6.39 0.552096 328.7385216
1985 3 28 7.95 1.5 7.95 1.5 1985 9.45 0.81648 329.5550016
1985 3 29 7.3 1.5 7.3 1.5 1985 8.8 0.76032 330.3153216
1985 3 30 6.65 1.41 6.65 1.41 1985 8.06 0.696384 331.0117056
1985 3 31 6.65 1.41 6.65 1.41 1985 8.06 0.696384 331.7080896
1985 4 1 2.46 1.41 2.46 1.41 1985 3.87 0.334368 332.0424576
1985 4 2 10.55 1.76 10.55 1.76 1985 12.31 1.063584 333.1060416
1985 4 3 9.9 2.15 9.9 2.15 1985 12.05 1.04112 334.1471616
1985 4 4 13.8 2.54 13.8 2.54 1985 16.34 1.411776 335.5589376
1985 4 5 19 6.38 19 6.38 1985 25.38 2.192832 337.7517696
1985 4 6 38.26 10.316 38.26 10.316 1985 48.576 4.1969664 341.948736
1985 4 7 25.03 9.322 25.03 9.322 1985 34.352 2.9680128 344.9167488
1985 4 8 36.1 11.068 36.1 11.068 1985 47.168 4.0753152 348.992064
1985 4 9 57.785 15.775 57.785 15.775 1985 73.56 6.355584 355.347648
1985 4 10 47.5 11.444 47.5 11.444 1985 58.944 5.0927616 360.4404096
1985 4 11 36.1 9.013 36.1 9.013 1985 45.113 3.8977632 364.3381728
1985 4 12 30.46 7.468 30.46 7.468 1985 37.928 3.2769792 367.615152
1985 4 13 29.1 6.615 29.1 6.615 1985 35.715 3.085776 370.700928
1985 4 14 20.34 6.145 20.34 6.145 1985 26.485 2.288304 372.989232
1985 4 15 17.7 5.44 17.7 5.44 1985 23.14 1.999296 374.988528
1985 4 16 19 4.735 19 4.735 1985 23.735 2.050704 377.039232
1985 4 17 23.69 4.33 23.69 4.33 1985 28.02 2.420928 379.46016
1985 4 18 12.5 4.33 12.5 4.33 1985 16.83 1.454112 380.914272
1985 4 19 19 4.33 19 4.33 1985 23.33 2.015712 382.929984
1985 4 20 31.14 4.16 31.14 4.16 1985 35.3 3.04992 385.979904
1985 4 21 21.01 3.99 21.01 3.99 1985 25 2.16 388.139904
1985 4 22 21.68 3.99 21.68 3.99 1985 25.67 2.217888 390.357792
1985 4 23 27.06 4.33 27.06 4.33 1985 31.39 2.712096 393.069888
1985 4 24 23.69 4.16 23.69 4.16 1985 27.85 2.40624 395.476128
1985 4 25 23.69 3.82 23.69 3.82 1985 27.51 2.376864 397.852992
1985 4 26 19 3.82 19 3.82 1985 22.82 1.971648 399.82464
1985 4 27 26.38 4.5 26.38 4.5 1985 30.88 2.668032 402.492672
1985 4 28 16.4 4.33 16.4 4.33 1985 20.73 1.791072 404.283744
1985 4 29 15.75 4.16 15.75 4.16 1985 19.91 1.720224 406.003968
1985 4 30 26.38 4.16 26.38 4.16 1985 30.54 2.638656 408.642624
1985 5 1 23.02 3.99 23.02 3.99 1985 27.01 2.333664 410.976288
1985 5 2 28.42 3.82 28.42 3.82 1985 32.24 2.785536 413.761824
1985 5 3 28.42 3.99 28.42 3.99 1985 32.41 2.800224 416.562048
1985 5 4 35.38 3.82 35.38 3.82 1985 39.2 3.38688 419.948928
1985 5 5 28.42 3.48 28.42 3.48 1985 31.9 2.75616 422.705088
1985 5 6 27.74 5.91 27.74 5.91 1985 33.65 2.90736 425.612448
1985 5 7 31.82 4.5 31.82 4.5 1985 36.32 3.138048 428.750496
1985 5 8 24.36 4.5 24.36 4.5 1985 28.86 2.493504 431.244
1985 5 9 9.9 4.5 9.9 4.5 1985 14.4 1.24416 432.48816
1985 5 10 0.117 4.33 0.117 4.33 1985 4.447 0.3842208 432.8723808
1985 5 11 1.58 4.16 1.58 4.16 1985 5.74 0.495936 433.3683168
1985 5 12 5.38 3.99 5.38 3.99 1985 9.37 0.809568 434.1778848
1985 5 13 4.14 3.82 4.14 3.82 1985 7.96 0.687744 434.8656288
1985 5 14 0.35 3.65 0.35 3.65 1985 4 0.3456 435.2112288
1985 5 15 7.3 3.48 7.3 3.48 1985 10.78 0.931392 436.1426208
1985 5 16 17.7 3.65 17.7 3.65 1985 21.35 1.84464 437.9872608
1985 5 17 21.68 3.99 21.68 3.99 1985 25.67 2.217888 440.2051488
1985 5 18 23.69 4.16 23.69 4.16 1985 27.85 2.40624 442.6113888
1985 5 19 16.4 5.44 16.4 5.44 1985 21.84 1.886976 444.4983648
1985 5 20 22.35 5.44 22.35 5.44 1985 27.79 2.401056 446.8994208
1985 5 21 30.46 8.704 30.46 8.704 1985 39.164 3.3837696 450.2831904
1985 5 22 33.22 7.159 33.22 7.159 1985 40.379 3.4887456 453.771936
1985 5 23 39.7 6.38 39.7 6.38 1985 46.08 3.981312 457.753248
1985 5 24 41.26 7.468 41.26 7.468 1985 48.728 4.2100992 461.9633472
1985 5 25 41.26 6.85 41.26 6.85 1985 48.11 4.156704 466.1200512
1985 5 26 24.36 6.38 24.36 6.38 1985 30.74 2.655936 468.7759872
1985 5 27 36.82 6.85 36.82 6.85 1985 43.67 3.773088 472.5490752
1985 5 28 46.72 7.159 46.72 7.159 1985 53.879 4.6551456 477.2042208
1985 5 29 45.94 6.145 45.94 6.145 1985 52.085 4.500144 481.7043648
1985 5 30 42.82 5.675 42.82 5.675 1985 48.495 4.189968 485.8943328
1985 5 31 42.04 4.97 42.04 4.97 1985 47.01 4.061664 489.9559968
1985 6 1 41.26 5.205 41.26 5.205 1985 46.465 4.014576 493.9705728
1985 6 2 42.04 4.97 42.04 4.97 1985 47.01 4.061664 498.0322368
1985 6 3 45.16 4.5 45.16 4.5 1985 49.66 4.290624 502.3228608
1985 6 4 48.435 4.16 48.435 4.16 1985 52.595 4.544208 506.8670688
1985 6 5 45.16 3.99 45.16 3.99 1985 49.15 4.24656 511.1136288
1985 6 6 44.38 3.65 44.38 3.65 1985 48.03 4.149792 515.2634208
1985 6 7 48.435 3.82 48.435 3.82 1985 52.255 4.514832 519.7782528
1985 6 8 45.94 3.31 45.94 3.31 1985 49.25 4.2552 524.0334528
1985 6 9 41.26 2.97 41.26 2.97 1985 44.23 3.821472 527.8549248
1985 6 10 40.48 2.67 40.48 2.67 1985 43.15 3.72816 531.5830848
1985 6 11 37.54 2.54 37.54 2.54 1985 40.08 3.462912 535.0459968
1985 6 12 36.82 2.41 36.82 2.41 1985 39.23 3.389472 538.4354688
1985 6 13 40.48 2.41 40.48 2.41 1985 42.89 3.705696 542.1411648
1985 6 14 54.045 2.41 54.045 2.41 1985 56.455 4.877712 547.0188768
1985 6 15 54.045 2.28 54.045 2.28 1985 56.325 4.86648 551.8853568
1985 6 16 44.38 2.15 44.38 2.15 1985 46.53 4.020192 555.9055488
1985 6 17 45.94 2.15 45.94 2.15 1985 48.09 4.154976 560.0605248
1985 6 18 44.38 1.89 44.38 1.89 1985 46.27 3.997728 564.0582528
1985 6 19 43.6 1.89 43.6 1.89 1985 45.49 3.930336 567.9885888
1985 6 20 42.82 1.89 42.82 1.89 1985 44.71 3.862944 571.8515328
1985 6 21 44.38 1.76 44.38 1.76 1985 46.14 3.986496 575.8380288
1985 6 22 44.38 1.76 44.38 1.76 1985 46.14 3.986496 579.8245248
1985 6 23 40.48 1.76 40.48 1.76 1985 42.24 3.649536 583.4740608
1985 6 24 39.7 1.63 39.7 1.63 1985 41.33 3.570912 587.0449728
1985 6 25 36.82 1.5 36.82 1.5 1985 38.32 3.310848 590.3558208
1985 6 26 38.98 2.41 38.98 2.41 1985 41.39 3.576096 593.9319168
1985 6 27 40.48 1.89 40.48 1.89 1985 42.37 3.660768 597.5926848
1985 6 28 39.7 1.89 39.7 1.89 1985 41.59 3.593376 601.1860608
1985 6 29 39.7 1.63 39.7 1.63 1985 41.33 3.570912 604.7569728
1985 6 30 41.26 1.63 41.26 1.63 1985 42.89 3.705696 608.4626688
1985 7 1 36.82 1.63 36.82 1.63 1985 38.45 3.32208 611.7847488
1985 7 2 37.54 1.63 37.54 1.63 1985 39.17 3.384288 615.1690368
1985 7 3 39.7 2.02 39.7 2.02 1985 41.72 3.604608 618.7736448
1985 7 4 45.94 1.5 45.94 1.5 1985 47.44 4.098816 622.8724608
1985 7 5 38.26 1.14 38.26 1.14 1985 39.4 3.40416 626.2766208
1985 7 6 36.82 1.05 36.82 1.05 1985 37.87 3.271968 629.5485888
1985 7 7 26.38 1.05 26.38 1.05 1985 27.43 2.369952 631.9185408
1985 7 8 29.78 1.14 29.78 1.14 1985 30.92 2.671488 634.5900288
1985 7 9 36.1 1.14 36.1 1.14 1985 37.24 3.217536 637.8075648
1985 7 10 32.5 1.14 32.5 1.14 1985 33.64 2.906496 640.7140608
1985 7 11 32.5 1.14 32.5 1.14 1985 33.64 2.906496 643.6205568
1985 7 12 33.22 1.14 33.22 1.14 1985 34.36 2.968704 646.5892608
1985 7 13 25.7 1.23 25.7 1.23 1985 26.93 2.326752 648.9160128
1985 7 14 25.03 1.23 25.03 1.23 1985 26.26 2.268864 651.1848768
1985 7 15 22.35 1.23 22.35 1.23 1985 23.58 2.037312 653.2221888
1985 7 16 31.14 1.23 31.14 1.23 1985 32.37 2.796768 656.0189568
1985 7 17 36.82 1.14 36.82 1.14 1985 37.96 3.279744 659.2987008
1985 7 18 32.5 0.96 32.5 0.96 1985 33.46 2.890944 662.1896448
1985 7 19 36.1 0.78 36.1 0.78 1985 36.88 3.186432 665.3760768
1985 7 20 29.1 1.14 29.1 1.14 1985 30.24 2.612736 667.9888128
1985 7 21 15.1 1.14 15.1 1.14 1985 16.24 1.403136 669.3919488
1985 7 22 14.45 1.14 14.45 1.14 1985 15.59 1.346976 670.7389248
1985 7 23 25.03 1.14 25.03 1.14 1985 26.17 2.261088 673.0000128
1985 7 24 24.36 1.14 24.36 1.14 1985 25.5 2.2032 675.2032128
1985 7 25 18.35 1.14 18.35 1.14 1985 19.49 1.683936 676.8871488
1985 7 26 20.34 1.14 20.34 1.14 1985 21.48 1.855872 678.7430208
1985 7 27 24.36 0.78 24.36 0.78 1985 25.14 2.172096 680.9151168
1985 7 28 19.67 0.78 19.67 0.78 1985 20.45 1.76688 682.6819968
1985 7 29 20.34 0.78 20.34 0.78 1985 21.12 1.824768 684.5067648
1985 7 30 33.94 1.63 33.94 1.63 1985 35.57 3.073248 687.5800128
1985 7 31 32.5 3.14 32.5 3.14 1985 35.64 3.079296 690.6593088
1985 8 1 25.7 1.76 25.7 1.76 1985 27.46 2.372544 693.0318528
1985 8 2 22.35 1.5 22.35 1.5 1985 23.85 2.06064 695.0924928
1985 8 3 21.68 1.14 21.68 1.14 1985 22.82 1.971648 697.0641408
1985 8 4 14.45 1.14 14.45 1.14 1985 15.59 1.346976 698.4111168
1985 8 5 8.6 1.05 8.6 1.05 1985 9.65 0.83376 699.2448768
1985 8 6 11.85 1.05 11.85 1.05 1985 12.9 1.11456 700.3594368
1985 8 7 11.2 0.96 11.2 0.96 1985 12.16 1.050624 701.4100608
1985 8 8 11.2 0.96 11.2 0.96 1985 12.16 1.050624 702.4606848
1985 8 9 19.67 0.87 19.67 0.87 1985 20.54 1.774656 704.2353408
1985 8 10 15.75 0.78 15.75 0.78 1985 16.53 1.428192 705.6635328
1985 8 11 10.55 0.78 10.55 0.78 1985 11.33 0.978912 706.6424448
1985 8 12 9.9 0.78 9.9 0.78 1985 10.68 0.922752 707.5651968
1985 8 13 19.67 0.78 19.67 0.78 1985 20.45 1.76688 709.3320768
1985 8 14 20.34 0.78 20.34 0.78 1985 21.12 1.824768 711.1568448
1985 8 15 11.85 0.78 11.85 0.78 1985 12.63 1.091232 712.2480768
1985 8 16 7.3 0.78 7.3 0.78 1985 8.08 0.698112 712.9461888
1985 8 17 18.35 0.78 18.35 0.78 1985 19.13 1.652832 714.5990208
1985 8 18 11.2 0.69 11.2 0.69 1985 11.89 1.027296 715.6263168
1985 8 19 11.85 0.69 11.85 0.69 1985 12.54 1.083456 716.7097728
1985 8 20 14.45 0.69 14.45 0.69 1985 15.14 1.308096 718.0178688
1985 8 21 6 0.69 6 0.69 1985 6.69 0.578016 718.5958848
1985 8 22 6.65 0.69 6.65 0.69 1985 7.34 0.634176 719.2300608
1985 8 23 12.5 0.6 12.5 0.6 1985 13.1 1.13184 720.3619008
1985 8 24 11.2 0.6 11.2 0.6 1985 11.8 1.01952 721.3814208
1985 8 25 3.52 0.6 3.52 0.6 1985 4.12 0.355968 721.7373888
1985 8 26 4.14 0.69 4.14 0.69 1985 4.83 0.417312 722.1547008
1985 8 27 11.85 0.69 11.85 0.69 1985 12.54 1.083456 723.2381568
1985 8 28 11.85 0.69 11.85 0.69 1985 12.54 1.083456 724.3216128
1985 8 29 9.9 0.69 9.9 0.69 1985 10.59 0.914976 725.2365888
1985 8 30 9.25 0.69 9.25 0.69 1985 9.94 0.858816 726.0954048
1985 8 31 8.6 0.69 8.6 0.69 1985 9.29 0.802656 726.8980608
1985 9 1 7.95 0.69 7.95 0.69 1985 8.64 0.746496 727.6445568
1985 9 2 9.25 0.69 9.25 0.69 1985 9.94 0.858816 728.5033728
1985 9 3 6 0.69 6 0.69 1985 6.69 0.578016 729.0813888
1985 9 4 9.9 0.6 9.9 0.6 1985 10.5 0.9072 729.9885888
1985 9 5 9.9 0.6 9.9 0.6 1985 10.5 0.9072 730.8957888
1985 9 6 8.6 0.6 8.6 0.6 1985 9.2 0.79488 731.6906688
1985 9 7 13.15 0.6 13.15 0.6 1985 13.75 1.188 732.8786688
